@relation hotelsalesdataset

@attribute Sales_Id numeric
@attribute CheckIn {12/31/2017,1/2/2018,1/3/2018,1/5/2018,1/6/2018,1/9/2018,1/13/2018,1/14/2018,1/16/2018,1/19/2018,1/22/2018,1/23/2018,1/26/2018,1/30/2018,2/2/2018,2/6/2018,2/7/2018,2/8/2018,2/12/2018,2/13/2018,2/16/2018,2/19/2018,2/20/2018,2/21/2018,2/22/2018,2/24/2018,2/25/2018,2/26/2018,2/27/2018,2/28/2018,3/2/2018,3/4/2018,3/8/2018,3/9/2018,3/10/2018,3/13/2018,3/15/2018,3/18/2018,3/22/2018,3/26/2018,3/27/2018,3/29/2018,3/30/2018,3/31/2018,4/4/2018,4/7/2018,4/8/2018,4/12/2018,4/15/2018,4/17/2018,4/18/2018,4/21/2018,4/25/2018,4/27/2018,4/30/2018,5/7/2018,5/8/2018,5/11/2018,5/12/2018,5/13/2018,5/14/2018,5/17/2018,5/21/2018,5/24/2018,5/26/2018,5/27/2018,1/4/2018,1/18/2018,1/25/2018,1/27/2018,1/31/2018,2/1/2018,2/5/2018,2/9/2018,2/23/2018,3/3/2018,3/6/2018,3/7/2018,3/16/2018,3/19/2018,3/23/2018,4/1/2018,4/5/2018,4/9/2018,4/13/2018,4/16/2018,4/23/2018,4/26/2018,5/4/2018,5/6/2018,5/19/2018,5/22/2018,5/30/2018,1/10/2018,1/11/2018,1/17/2018,1/29/2018,2/4/2018,2/11/2018,2/17/2018,3/17/2018,3/20/2018,3/21/2018,4/6/2018,4/10/2018,4/11/2018,4/20/2018,4/22/2018,4/24/2018,4/28/2018,5/10/2018,5/15/2018,5/16/2018,5/18/2018,5/29/2018,1/8/2018,1/20/2018,1/24/2018,2/3/2018,2/10/2018,3/5/2018,3/24/2018,4/2/2018,5/3/2018,5/20/2018,12/28/2017,1/12/2018,1/15/2018,2/15/2018,3/1/2018,3/14/2018,3/28/2018,4/3/2018,4/19/2018,4/29/2018,5/9/2018,5/31/2018,2/14/2018,3/11/2018,3/12/2018,5/1/2018,5/25/2018,5/28/2018,5/2/2018,5/5/2018,3/25/2018,4/14/2018,1/1/2018,2/18/2018,12/30/2017,1/21/2018,5/23/2018,1/28/2018,1/7/2018,12/13/2017,11/30/2017,10/25/2017,12/15/2017,12/29/2017}
@attribute CheckOut {1/1/2018,1/3/2018,1/4/2018,1/6/2018,1/7/2018,1/10/2018,1/14/2018,1/15/2018,1/19/2018,1/22/2018,1/23/2018,1/26/2018,1/28/2018,2/2/2018,2/6/2018,2/7/2018,2/8/2018,2/12/2018,2/13/2018,2/16/2018,2/18/2018,2/20/2018,2/21/2018,2/22/2018,2/23/2018,2/25/2018,2/26/2018,2/27/2018,2/28/2018,3/2/2018,3/4/2018,3/8/2018,3/9/2018,3/10/2018,3/11/2018,3/14/2018,3/18/2018,3/22/2018,3/26/2018,3/27/2018,3/28/2018,3/30/2018,3/31/2018,4/4/2018,4/7/2018,4/8/2018,4/12/2018,4/15/2018,4/17/2018,4/18/2018,4/21/2018,4/24/2018,4/27/2018,4/30/2018,5/4/2018,5/8/2018,5/9/2018,5/12/2018,5/13/2018,5/14/2018,5/17/2018,5/21/2018,5/23/2018,5/26/2018,5/27/2018,5/31/2018,1/5/2018,1/27/2018,2/1/2018,2/4/2018,2/9/2018,2/15/2018,2/24/2018,3/1/2018,3/7/2018,3/13/2018,3/19/2018,3/23/2018,4/1/2018,4/5/2018,4/10/2018,4/22/2018,4/26/2018,5/1/2018,5/6/2018,5/11/2018,5/18/2018,5/22/2018,5/25/2018,6/2/2018,1/11/2018,2/5/2018,2/11/2018,2/17/2018,3/3/2018,3/12/2018,3/17/2018,3/20/2018,3/21/2018,4/11/2018,4/13/2018,4/19/2018,4/28/2018,5/2/2018,5/10/2018,5/16/2018,5/28/2018,5/30/2018,1/12/2018,1/21/2018,1/24/2018,1/29/2018,2/3/2018,2/10/2018,3/6/2018,3/25/2018,3/29/2018,4/2/2018,4/16/2018,4/20/2018,4/29/2018,5/3/2018,5/7/2018,1/2/2018,1/13/2018,1/20/2018,1/25/2018,1/30/2018,2/14/2018,3/15/2018,4/3/2018,4/9/2018,4/23/2018,4/25/2018,5/5/2018,5/19/2018,6/1/2018,1/9/2018,1/16/2018,1/17/2018,1/18/2018,2/19/2018,3/5/2018,3/16/2018,4/6/2018,5/15/2018,1/31/2018,4/14/2018,5/24/2018,5/20/2018,6/3/2018,1/8/2018,3/24/2018,6/4/2018,5/29/2018,6/6/2018,6/5/2018,6/7/2018}
@attribute SystemEntry_Date {1/1/2018,1/2/2018,1/4/2018,1/6/2018,1/7/2018,1/10/2018,1/14/2018,1/15/2018,1/17/2018,1/20/2018,1/23/2018,1/24/2018,1/27/2018,1/30/2018,2/3/2018,2/6/2018,2/8/2018,2/13/2018,2/16/2018,2/17/2018,2/20/2018,2/21/2018,2/22/2018,2/23/2018,2/24/2018,2/25/2018,2/27/2018,2/28/2018,3/1/2018,3/3/2018,3/4/2018,3/8/2018,3/10/2018,3/14/2018,3/16/2018,3/19/2018,3/22/2018,3/26/2018,3/28/2018,3/30/2018,3/31/2018,4/4/2018,4/7/2018,4/9/2018,4/12/2018,4/16/2018,4/18/2018,4/19/2018,4/23/2018,4/25/2018,4/27/2018,4/30/2018,5/8/2018,5/9/2018,5/12/2018,5/14/2018,5/15/2018,5/18/2018,5/21/2018,5/26/2018,5/27/2018,5/28/2018,1/5/2018,1/19/2018,1/26/2018,2/1/2018,2/2/2018,2/7/2018,2/10/2018,3/7/2018,3/9/2018,3/17/2018,3/24/2018,4/1/2018,4/6/2018,4/13/2018,4/28/2018,5/5/2018,5/20/2018,5/22/2018,5/31/2018,1/11/2018,1/12/2018,1/18/2018,2/4/2018,2/12/2018,3/21/2018,3/27/2018,4/10/2018,4/11/2018,4/17/2018,4/20/2018,4/22/2018,4/26/2018,5/7/2018,5/11/2018,5/17/2018,5/19/2018,5/29/2018,1/9/2018,1/21/2018,1/25/2018,2/9/2018,2/11/2018,3/5/2018,3/18/2018,4/3/2018,4/21/2018,5/4/2018,1/13/2018,1/16/2018,2/14/2018,3/2/2018,3/12/2018,3/13/2018,3/15/2018,3/29/2018,4/5/2018,4/24/2018,4/29/2018,5/13/2018,5/23/2018,3/23/2018,5/1/2018,5/16/2018,1/31/2018,2/18/2018,5/3/2018,5/6/2018,5/10/2018,1/3/2018,3/25/2018,4/14/2018,4/15/2018,2/15/2018,2/19/2018,3/11/2018,2/5/2018,3/20/2018,5/24/2018,1/28/2018,1/29/2018,5/2/2018,5/25/2018,1/8/2018,5/30/2018,4/8/2018,4/2/2018,3/6/2018,2/26/2018,1/22/2018}
@attribute Room_Id numeric
@attribute Room_NO numeric
@attribute Hotel_ID numeric
@attribute Hotel_Name {'Lime Group Hotels'}
@attribute Subhotel_ID numeric
@attribute Subhotel_Name {'Hotel Prime','Hotel Supreme','Hotel Extra','Hotel Star','Hotel Oxford','Hotel Lime','Hotel Fab','Hotel Pride','Hotel Sunny','Hotel Quality Inn'}
@attribute BookingSource_ID numeric
@attribute BookingSource_Name {Booking.Com,'Trip Advisor'}
@attribute GUEST_REG_NO numeric
@attribute No_Of_Persons numeric
@attribute 'Rate PerNight' numeric
@attribute Bar_sale numeric
@attribute Breakfast_Sale numeric
@attribute OtherIncome_Sale numeric
@attribute otherIncome_comment {ADAPTOR,'LATE CHECK OUT',Gym-Fitness,'Swimming And Gym','SMOKING FINE','PARKING CHARGES','DAY USE',LUGGAGE,WIFI,'EXTRA ACCOMODATION',UPGRADE,'ADVANCE PAYMENT',O/I,'EXTRA STAY',RESTAURANT,bff,'BANK TRANSFER',PHOTOCOPIES}

@data
1126698,2/8/2018,2/13/2018,2/8/2018,4630,66,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,386590,2,50.4,?,?,41.95,?
1126537,2/7/2018,2/14/2018,2/8/2018,5665,161,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,386451,2,71.67,?,?,188,Gym-Fitness
1126211,2/7/2018,2/14/2018,2/7/2018,4632,67,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,386146,2,43.47,?,?,290.66,'Swimming And Gym'
1126210,2/7/2018,2/8/2018,2/8/2018,5664,160,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',386145,2,55,?,?,178,?
1125919,2/6/2018,2/7/2018,2/6/2018,4624,60,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,385872,2,55,?,?,32,?
1125891,2/6/2018,2/9/2018,2/6/2018,5459,145,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',385846,2,31.37,?,?,32,WIFI
1125890,2/6/2018,2/8/2018,2/6/2018,4623,59,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,385845,2,45.5,?,?,233,?
1125592,2/5/2018,2/6/2018,2/6/2018,4623,59,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',385571,2,42,?,?,62,?
1125572,2/5/2018,2/9/2018,2/6/2018,4953,118,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,385551,2,42,?,?,48,WIFI
1125569,2/5/2018,2/7/2018,2/6/2018,5279,131,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',385548,2,40,?,?,148.4,?
1125567,2/5/2018,2/8/2018,2/6/2018,4630,66,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',385546,2,23.53,?,?,34,?
1125566,2/5/2018,2/6/2018,2/6/2018,4629,65,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,385545,2,42,?,?,60,?
1125557,2/5/2018,2/8/2018,2/6/2018,4626,62,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,385538,2,65,?,?,60,'PARKING CHARGES'
1125556,2/5/2018,2/9/2018,2/6/2018,4999,128,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,385537,2,40,?,?,167.46,ADAPTOR
1125555,2/5/2018,2/7/2018,2/6/2018,5665,161,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,385536,2,42.5,?,?,78,?
1125553,2/5/2018,2/7/2018,2/6/2018,4625,61,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',385534,2,40,?,?,58.4,?
1125519,2/5/2018,2/12/2018,2/6/2018,4555,3,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',385501,2,47.38,?,?,248,?
1124826,2/4/2018,2/5/2018,2/4/2018,4626,62,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,384886,2,59,?,?,23.5,ADAPTOR
1124825,2/4/2018,2/5/2018,2/4/2018,4629,65,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,384885,2,59,?,?,78,?
1124504,2/3/2018,2/5/2018,2/3/2018,5665,161,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,384573,2,67.05,?,?,133,?
1124474,2/3/2018,2/6/2018,2/3/2018,4624,60,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,384543,2,56.68,?,?,32,WIFI
1124344,2/3/2018,2/4/2018,2/3/2018,4629,65,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,384418,2,65,?,?,58.5,?
1124340,2/3/2018,2/7/2018,2/3/2018,4954,119,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,384414,2,49.75,?,?,40,LUGGAGE
1124333,2/3/2018,2/5/2018,2/3/2018,4953,118,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,384407,2,40.38,?,?,34,LUGGAGE
1124331,2/3/2018,2/6/2018,2/3/2018,4627,63,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,384405,2,64.33,?,?,64.75,?
1124330,2/3/2018,2/5/2018,2/3/2018,4999,128,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,384404,2,39.53,?,?,136.95,Gym-Fitness
1124329,2/3/2018,2/7/2018,2/6/2018,5664,160,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,384403,2,42.5,?,?,99.8,?
1124294,2/2/2018,2/5/2018,2/3/2018,4625,61,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,384371,2,48.67,?,?,31.5,?
1124286,2/2/2018,2/4/2018,2/3/2018,4555,3,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,384363,2,45.05,?,?,60,?
1124196,2/2/2018,2/3/2018,2/3/2018,4954,119,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,384274,2,53,?,?,249.07,Gym-Fitness
1124194,2/2/2018,2/3/2018,2/3/2018,4953,118,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,384272,2,55,?,?,30,'SMOKING FINE'
1124187,2/2/2018,2/5/2018,2/3/2018,4630,66,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',384265,2,33.51,?,?,48,'LATE CHECK OUT'
1124185,2/2/2018,2/3/2018,2/3/2018,4627,63,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',384263,2,70,?,?,30,'LATE CHECK OUT'
1124184,2/2/2018,2/4/2018,2/3/2018,4626,62,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,384262,2,65,?,?,30,'LATE CHECK OUT'
1124182,2/2/2018,2/3/2018,2/3/2018,4999,128,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,384260,2,47.7,?,?,0,?
1124181,2/2/2018,2/4/2018,2/3/2018,4623,59,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,384259,2,55,?,?,62,?
1123606,2/1/2018,2/2/2018,2/2/2018,4626,62,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,383724,2,35,?,?,97,'PARKING CHARGES'
1123573,2/1/2018,2/2/2018,2/2/2018,4954,119,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,383699,2,35,?,?,195,'PARKING CHARGES'
1123572,2/1/2018,2/2/2018,2/2/2018,4953,118,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,383698,2,35,?,?,31,LUGGAGE
1123568,2/1/2018,2/2/2018,2/2/2018,5279,131,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,383694,2,29.05,?,?,37.5,?
1123566,2/1/2018,2/6/2018,2/2/2018,5459,145,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,383692,2,44.2,?,?,33,ADAPTOR
1123550,2/1/2018,2/2/2018,2/2/2018,4555,3,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,383677,2,35,?,?,31.5,?
1123303,1/31/2018,2/1/2018,2/1/2018,4626,62,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',383447,2,55,?,?,32,WIFI
1122809,1/31/2018,2/1/2018,1/31/2018,4954,119,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',382994,2,38,?,?,90,?
1122808,1/31/2018,2/1/2018,2/1/2018,4953,118,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,382993,2,40,?,?,34,LUGGAGE
1122677,1/30/2018,2/7/2018,1/31/2018,4632,67,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,382885,2,53.13,?,?,83.18,'Swimming And Gym'
1122676,1/30/2018,2/1/2018,1/31/2018,5459,145,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,382884,2,45,?,?,32,WIFI
1122675,1/30/2018,1/31/2018,1/31/2018,5665,161,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',382883,2,49,?,?,66,?
1122387,1/30/2018,2/20/2018,2/20/2018,4963,121,20,'Lime Group Hotels',484,'Hotel Extra',?,?,0,0,0,?,?,164,?
1122090,1/29/2018,1/30/2018,1/30/2018,4632,67,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',382370,2,55,?,?,80.51,'Swimming And Gym'
1122088,1/29/2018,2/2/2018,1/30/2018,4630,66,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',382368,2,32.87,?,?,30,'LATE CHECK OUT'
1122086,1/29/2018,1/30/2018,1/30/2018,4629,65,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,382366,2,65,?,?,112,'PARKING CHARGES'
1122081,1/29/2018,1/31/2018,1/30/2018,4626,62,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,382362,2,57,?,?,108,'PARKING CHARGES'
1122077,1/29/2018,1/30/2018,1/30/2018,5665,161,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,382358,2,53,?,?,34,LUGGAGE
1121677,1/28/2018,1/29/2018,1/29/2018,4626,62,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',381984,2,45,?,?,32,WIFI
1121676,1/28/2018,2/2/2018,1/29/2018,4625,61,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,381983,2,42.55,?,?,293,'PARKING CHARGES'
1121385,1/27/2018,1/28/2018,1/28/2018,4625,61,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',381709,2,75,?,?,0,'Swimming And Gym'
1121107,1/27/2018,1/29/2018,1/27/2018,4963,121,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',381452,2,47.81,?,?,168,?
1121104,1/27/2018,1/28/2018,1/27/2018,4632,67,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,381449,2,67.5,?,?,264.85,'Swimming And Gym'
1121102,1/27/2018,1/29/2018,1/27/2018,4629,65,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',381447,2,38.1,?,?,86,'PARKING CHARGES'
1121101,1/27/2018,1/28/2018,1/27/2018,4999,128,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,381446,2,72.09,?,?,0,?
1121099,1/27/2018,1/29/2018,1/27/2018,5665,161,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,381444,2,44.5,?,?,28,'PARKING CHARGES'
1121098,1/27/2018,1/29/2018,1/27/2018,5664,160,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,381444,2,44.5,?,?,0,'Swimming And Gym'
1121060,1/27/2018,1/30/2018,1/27/2018,4555,3,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,381406,2,48.25,?,?,262,'PARKING CHARGES'
1120994,1/26/2018,1/27/2018,1/27/2018,4555,3,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',381354,2,55,?,?,0,'Swimming And Gym'
1120977,1/26/2018,1/27/2018,1/27/2018,5279,131,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,381338,2,42.75,?,?,252,?
1120975,1/26/2018,1/29/2018,1/27/2018,4953,118,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,381336,2,48.17,?,?,0,'Swimming And Gym'
1120812,1/26/2018,1/27/2018,1/27/2018,4963,121,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',381181,2,46.48,?,?,32,?
1120809,1/26/2018,1/28/2018,1/27/2018,4630,66,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,381178,2,45.05,?,?,30,'LATE CHECK OUT'
1120808,1/26/2018,1/27/2018,1/27/2018,4629,65,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,381177,2,57,?,?,48,'PARKING CHARGES'
1120806,1/26/2018,1/28/2018,1/27/2018,4627,63,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,381176,2,65,?,?,32,WIFI
1120804,1/26/2018,1/27/2018,1/27/2018,5665,161,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,381174,2,46.55,?,?,121,'PARKING CHARGES'
1120801,1/26/2018,1/27/2018,1/27/2018,5664,160,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,381171,2,49,?,?,0,'Swimming And Gym'
1120798,1/26/2018,1/28/2018,1/27/2018,4623,59,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,381168,2,45.05,?,?,34,LUGGAGE
1120279,1/25/2018,1/26/2018,1/26/2018,5664,160,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,380690,2,53,?,?,0,'Swimming And Gym'
1120235,1/25/2018,1/26/2018,1/26/2018,4963,121,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',380646,2,39,?,?,58.65,?
1120228,1/25/2018,1/27/2018,1/26/2018,4632,67,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,380638,2,55,?,?,310.25,'Swimming And Gym'
1120226,1/25/2018,1/26/2018,1/26/2018,4999,128,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,380636,2,45.05,?,?,40,?
1120224,1/25/2018,1/26/2018,1/26/2018,5665,161,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',380634,2,44.5,?,?,0,'Swimming And Gym'
1120170,1/25/2018,1/26/2018,1/26/2018,4555,3,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',380582,2,55,?,?,101.7,'Swimming And Gym'
1120165,1/26/2018,1/29/2018,1/27/2018,4624,60,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',380577,2,39.98,?,?,32,WIFI
1119781,1/24/2018,1/30/2018,1/25/2018,4954,119,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,380226,2,54.17,?,?,213,?
1119778,1/24/2018,1/25/2018,1/25/2018,5279,131,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',380223,2,45.65,?,?,32,WIFI
1119775,1/24/2018,1/25/2018,1/25/2018,4629,65,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,380220,2,45,?,?,120,'SMOKING FINE'
1119771,1/24/2018,1/25/2018,1/25/2018,4999,128,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',380216,2,37,?,?,48,?
1119770,1/24/2018,1/25/2018,1/25/2018,4624,60,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',380215,2,59,?,?,32,WIFI
1119760,1/24/2018,1/25/2018,1/25/2018,4555,3,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,380205,2,59,?,?,152.75,'Swimming And Gym'
1119480,1/23/2018,1/24/2018,1/24/2018,4629,65,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,379946,2,65,?,?,113,Gym-Fitness
1119479,1/23/2018,1/24/2018,1/24/2018,5665,161,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,379946,2,52,?,?,0,'Swimming And Gym'
1119427,1/23/2018,1/28/2018,1/24/2018,4626,62,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,379901,2,57,?,?,30,'EXTRA ACCOMODATION'
1119425,1/23/2018,1/25/2018,1/24/2018,4627,63,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,379899,2,69,?,?,30,'SMOKING FINE'
1119418,1/23/2018,1/30/2018,1/24/2018,5459,145,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,379892,2,43.47,?,?,36,WIFI
1119416,1/23/2018,1/25/2018,1/24/2018,4632,67,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,379890,2,42,?,?,39,WIFI
1119392,1/23/2018,1/24/2018,1/24/2018,4954,119,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,379867,2,45,?,?,68,?
1119390,1/23/2018,1/24/2018,1/24/2018,4999,128,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,379865,2,45,?,?,60,?
1119388,1/23/2018,1/27/2018,1/24/2018,4625,61,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',379863,2,49,?,?,0,'Swimming And Gym'
1119387,1/23/2018,1/24/2018,1/24/2018,4623,59,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',379862,2,38.2,?,?,48,'PARKING CHARGES'
1118851,1/22/2018,1/26/2018,1/23/2018,4630,66,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,379352,2,38,?,?,52,'PARKING CHARGES'
1118850,1/22/2018,1/24/2018,1/23/2018,5664,160,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,379351,2,44.5,?,?,258,'PARKING CHARGES'
1118797,1/22/2018,2/17/2018,2/16/2018,4978,124,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',379298,2,51,?,?,0,'Swimming And Gym'
1118301,1/21/2018,1/23/2018,1/21/2018,4626,62,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,378850,2,42,?,?,36,WIFI
1118288,1/21/2018,1/25/2018,1/22/2018,4963,121,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',378837,2,39,?,?,30.5,?
1118256,1/20/2018,1/21/2018,1/21/2018,4954,119,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',378805,2,72,?,?,56.4,?
1117911,1/20/2018,1/22/2018,1/21/2018,4630,66,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',378476,2,56.5,?,?,58,'LATE CHECK OUT'
1117910,1/20/2018,1/21/2018,1/21/2018,4627,63,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,378475,2,49,?,?,30,'LATE CHECK OUT'
1117908,1/20/2018,1/23/2018,1/21/2018,5665,161,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',378473,2,34.36,?,?,30,'LATE CHECK OUT'
1117781,1/19/2018,1/20/2018,1/20/2018,5279,131,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',378351,2,33.2,?,?,32,WIFI
1117770,1/19/2018,1/20/2018,1/20/2018,4978,124,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',378340,2,50,?,?,0,'Swimming And Gym'
1117690,1/19/2018,1/20/2018,1/20/2018,4625,61,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,378269,2,37,?,?,0,'Swimming And Gym'
1117687,1/19/2018,1/22/2018,1/20/2018,4624,60,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,378266,2,53,?,?,54,Gym-Fitness
1117286,1/18/2018,1/19/2018,1/19/2018,4999,128,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,377897,1,38,?,?,163,?
1117285,1/25/2018,1/26/2018,1/26/2018,4953,118,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',380645,2,55,?,?,163.99,ADAPTOR
1116927,1/18/2018,1/19/2018,1/18/2018,5279,131,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,377566,2,33,?,?,32,WIFI
1116925,1/18/2018,1/23/2018,1/18/2018,4632,67,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,377564,2,46.24,?,?,70,?
1116924,1/18/2018,1/20/2018,1/18/2018,4630,66,20,'Lime Group Hotels',484,'Hotel Extra',226,'Trip Advisor',377563,2,40,?,?,708,Gym-Fitness
1116923,1/18/2018,1/21/2018,1/18/2018,4629,65,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,377562,2,57,?,?,33,ADAPTOR
1116922,1/18/2018,1/21/2018,1/18/2018,5459,145,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,377558,2,49.72,?,?,87,Gym-Fitness
1116921,1/18/2018,1/21/2018,1/18/2018,4626,62,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,377558,2,62.38,?,?,34,LUGGAGE
1116920,1/18/2018,1/20/2018,1/18/2018,5664,160,20,'Lime Group Hotels',484,'Hotel Extra',224,Booking.Com,377561,2,46.55,?,?,57,'PARKING CHARGES'
