@relation hotelsalesdataset

@attribute Sales_Id numeric
@attribute CheckIn {12/31/2017,1/2/2018,1/3/2018,1/5/2018,1/6/2018,1/9/2018,1/13/2018,1/14/2018,1/16/2018,1/19/2018,1/22/2018,1/23/2018,1/26/2018,1/30/2018,2/2/2018,2/6/2018,2/7/2018,2/8/2018,2/12/2018,2/13/2018,2/16/2018,2/19/2018,2/20/2018,2/21/2018,2/22/2018,2/24/2018,2/25/2018,2/26/2018,2/27/2018,2/28/2018,3/2/2018,3/4/2018,3/8/2018,3/9/2018,3/10/2018,3/13/2018,3/15/2018,3/18/2018,3/22/2018,3/26/2018,3/27/2018,3/29/2018,3/30/2018,3/31/2018,4/4/2018,4/7/2018,4/8/2018,4/12/2018,4/15/2018,4/17/2018,4/18/2018,4/21/2018,4/25/2018,4/27/2018,4/30/2018,5/7/2018,5/8/2018,5/11/2018,5/12/2018,5/13/2018,5/14/2018,5/17/2018,5/21/2018,5/24/2018,5/26/2018,5/27/2018,1/4/2018,1/18/2018,1/25/2018,1/27/2018,1/31/2018,2/1/2018,2/5/2018,2/9/2018,2/23/2018,3/3/2018,3/6/2018,3/7/2018,3/16/2018,3/19/2018,3/23/2018,4/1/2018,4/5/2018,4/9/2018,4/13/2018,4/16/2018,4/23/2018,4/26/2018,5/4/2018,5/6/2018,5/19/2018,5/22/2018,5/30/2018,1/10/2018,1/11/2018,1/17/2018,1/29/2018,2/4/2018,2/11/2018,2/17/2018,3/17/2018,3/20/2018,3/21/2018,4/6/2018,4/10/2018,4/11/2018,4/20/2018,4/22/2018,4/24/2018,4/28/2018,5/10/2018,5/15/2018,5/16/2018,5/18/2018,5/29/2018,1/8/2018,1/20/2018,1/24/2018,2/3/2018,2/10/2018,3/5/2018,3/24/2018,4/2/2018,5/3/2018,5/20/2018,12/28/2017,1/12/2018,1/15/2018,2/15/2018,3/1/2018,3/14/2018,3/28/2018,4/3/2018,4/19/2018,4/29/2018,5/9/2018,5/31/2018,2/14/2018,3/11/2018,3/12/2018,5/1/2018,5/25/2018,5/28/2018,5/2/2018,5/5/2018,3/25/2018,4/14/2018,1/1/2018,2/18/2018,12/30/2017,1/21/2018,5/23/2018,1/28/2018,1/7/2018,12/13/2017,11/30/2017,10/25/2017,12/15/2017,12/29/2017}
@attribute CheckOut {1/1/2018,1/3/2018,1/4/2018,1/6/2018,1/7/2018,1/10/2018,1/14/2018,1/15/2018,1/19/2018,1/22/2018,1/23/2018,1/26/2018,1/28/2018,2/2/2018,2/6/2018,2/7/2018,2/8/2018,2/12/2018,2/13/2018,2/16/2018,2/18/2018,2/20/2018,2/21/2018,2/22/2018,2/23/2018,2/25/2018,2/26/2018,2/27/2018,2/28/2018,3/2/2018,3/4/2018,3/8/2018,3/9/2018,3/10/2018,3/11/2018,3/14/2018,3/18/2018,3/22/2018,3/26/2018,3/27/2018,3/28/2018,3/30/2018,3/31/2018,4/4/2018,4/7/2018,4/8/2018,4/12/2018,4/15/2018,4/17/2018,4/18/2018,4/21/2018,4/24/2018,4/27/2018,4/30/2018,5/4/2018,5/8/2018,5/9/2018,5/12/2018,5/13/2018,5/14/2018,5/17/2018,5/21/2018,5/23/2018,5/26/2018,5/27/2018,5/31/2018,1/5/2018,1/27/2018,2/1/2018,2/4/2018,2/9/2018,2/15/2018,2/24/2018,3/1/2018,3/7/2018,3/13/2018,3/19/2018,3/23/2018,4/1/2018,4/5/2018,4/10/2018,4/22/2018,4/26/2018,5/1/2018,5/6/2018,5/11/2018,5/18/2018,5/22/2018,5/25/2018,6/2/2018,1/11/2018,2/5/2018,2/11/2018,2/17/2018,3/3/2018,3/12/2018,3/17/2018,3/20/2018,3/21/2018,4/11/2018,4/13/2018,4/19/2018,4/28/2018,5/2/2018,5/10/2018,5/16/2018,5/28/2018,5/30/2018,1/12/2018,1/21/2018,1/24/2018,1/29/2018,2/3/2018,2/10/2018,3/6/2018,3/25/2018,3/29/2018,4/2/2018,4/16/2018,4/20/2018,4/29/2018,5/3/2018,5/7/2018,1/2/2018,1/13/2018,1/20/2018,1/25/2018,1/30/2018,2/14/2018,3/15/2018,4/3/2018,4/9/2018,4/23/2018,4/25/2018,5/5/2018,5/19/2018,6/1/2018,1/9/2018,1/16/2018,1/17/2018,1/18/2018,2/19/2018,3/5/2018,3/16/2018,4/6/2018,5/15/2018,1/31/2018,4/14/2018,5/24/2018,5/20/2018,6/3/2018,1/8/2018,3/24/2018,6/4/2018,5/29/2018,6/6/2018,6/5/2018,6/7/2018}
@attribute SystemEntry_Date {1/1/2018,1/2/2018,1/4/2018,1/6/2018,1/7/2018,1/10/2018,1/14/2018,1/15/2018,1/17/2018,1/20/2018,1/23/2018,1/24/2018,1/27/2018,1/30/2018,2/3/2018,2/6/2018,2/8/2018,2/13/2018,2/16/2018,2/17/2018,2/20/2018,2/21/2018,2/22/2018,2/23/2018,2/24/2018,2/25/2018,2/27/2018,2/28/2018,3/1/2018,3/3/2018,3/4/2018,3/8/2018,3/10/2018,3/14/2018,3/16/2018,3/19/2018,3/22/2018,3/26/2018,3/28/2018,3/30/2018,3/31/2018,4/4/2018,4/7/2018,4/9/2018,4/12/2018,4/16/2018,4/18/2018,4/19/2018,4/23/2018,4/25/2018,4/27/2018,4/30/2018,5/8/2018,5/9/2018,5/12/2018,5/14/2018,5/15/2018,5/18/2018,5/21/2018,5/26/2018,5/27/2018,5/28/2018,1/5/2018,1/19/2018,1/26/2018,2/1/2018,2/2/2018,2/7/2018,2/10/2018,3/7/2018,3/9/2018,3/17/2018,3/24/2018,4/1/2018,4/6/2018,4/13/2018,4/28/2018,5/5/2018,5/20/2018,5/22/2018,5/31/2018,1/11/2018,1/12/2018,1/18/2018,2/4/2018,2/12/2018,3/21/2018,3/27/2018,4/10/2018,4/11/2018,4/17/2018,4/20/2018,4/22/2018,4/26/2018,5/7/2018,5/11/2018,5/17/2018,5/19/2018,5/29/2018,1/9/2018,1/21/2018,1/25/2018,2/9/2018,2/11/2018,3/5/2018,3/18/2018,4/3/2018,4/21/2018,5/4/2018,1/13/2018,1/16/2018,2/14/2018,3/2/2018,3/12/2018,3/13/2018,3/15/2018,3/29/2018,4/5/2018,4/24/2018,4/29/2018,5/13/2018,5/23/2018,3/23/2018,5/1/2018,5/16/2018,1/31/2018,2/18/2018,5/3/2018,5/6/2018,5/10/2018,1/3/2018,3/25/2018,4/14/2018,4/15/2018,2/15/2018,2/19/2018,3/11/2018,2/5/2018,3/20/2018,5/24/2018,1/28/2018,1/29/2018,5/2/2018,5/25/2018,1/8/2018,5/30/2018,4/8/2018,4/2/2018,3/6/2018,2/26/2018,1/22/2018}
@attribute Room_Id numeric
@attribute Room_NO numeric
@attribute Hotel_ID numeric
@attribute Hotel_Name {'Lime Group Hotels'}
@attribute Subhotel_ID numeric
@attribute Subhotel_Name {'Hotel Prime','Hotel Supreme','Hotel Extra','Hotel Star','Hotel Oxford','Hotel Lime','Hotel Fab','Hotel Pride','Hotel Sunny','Hotel Quality Inn'}
@attribute BookingSource_ID numeric
@attribute BookingSource_Name {Booking.Com,'Trip Advisor'}
@attribute GUEST_REG_NO numeric
@attribute No_Of_Persons numeric
@attribute 'Rate PerNight' numeric
@attribute Bar_sale numeric
@attribute Breakfast_Sale numeric
@attribute OtherIncome_Sale numeric
@attribute otherIncome_comment {ADAPTOR,'LATE CHECK OUT',Gym-Fitness,'Swimming And Gym','SMOKING FINE','PARKING CHARGES','DAY USE',LUGGAGE,WIFI,'EXTRA ACCOMODATION',UPGRADE,'ADVANCE PAYMENT',O/I,'EXTRA STAY',RESTAURANT,bff,'BANK TRANSFER',PHOTOCOPIES}

@data
1132788,2/20/2018,2/21/2018,2/21/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',392140,2,55,52.6,23,58,Gym-Fitness
1133372,2/21/2018,2/23/2018,2/22/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,392663,2,47.5,13.95,80.24,32,WIFI
1134732,2/24/2018,2/27/2018,2/24/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,393927,2,46,51.65,184.97,258,'PARKING CHARGES'
1136456,2/27/2018,2/28/2018,2/28/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,395542,2,55,26.45,233.86,96,'PARKING CHARGES'
1137635,3/1/2018,3/2/2018,3/2/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',396156,2,55,47.05,120.69,24,Gym-Fitness
1138037,3/2/2018,3/3/2018,3/3/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',396998,2,48.01,96.44,18,240,Gym-Fitness
1140061,3/6/2018,3/7/2018,3/7/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',398870,2,59,128.4,24,53.5,?
1140653,3/7/2018,3/8/2018,3/8/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,399418,2,65,163.4,78,34,?
1142629,3/11/2018,3/12/2018,3/12/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',401183,2,42,94.55,220.78,26,?
1145403,3/17/2018,3/18/2018,3/17/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,403682,2,59,45.2,34.88,268,?
1147592,3/21/2018,3/22/2018,3/22/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',405649,2,53.95,217.51,362.67,132,?
1149726,3/26/2018,3/27/2018,3/26/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',407642,2,50,33.07,87,67.25,'Swimming And Gym'
1152845,4/1/2018,4/2/2018,4/1/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',410370,2,45.65,64,341.24,98.31,'Swimming And Gym'
1156470,4/9/2018,4/10/2018,4/9/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',413662,2,50,263.4,30.96,62.89,'Swimming And Gym'
1157092,4/10/2018,4/11/2018,4/10/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,414218,2,69,240.9,177.5,113.44,'Swimming And Gym'
1157494,4/11/2018,4/12/2018,4/11/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',414606,2,69,95.85,134.45,64,'PARKING CHARGES'
1158187,4/12/2018,4/13/2018,4/13/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',415264,2,59,110.45,24,56.95,Gym-Fitness
1160789,4/18/2018,4/20/2018,4/19/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',417658,2,89,113.95,138,31.5,ADAPTOR
1162785,4/21/2018,4/22/2018,4/22/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',419508,2,94.62,126.6,124.44,0,'Swimming And Gym'
1163403,4/23/2018,4/26/2018,4/23/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',420011,2,75,14.75,58.82,300,'PARKING CHARGES'
1165206,4/26/2018,4/27/2018,4/27/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',421486,2,99,35.95,17,30,'SMOKING FINE'
1165423,4/27/2018,4/29/2018,4/27/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,421674,2,65.55,93.35,174,40,'EXTRA ACCOMODATION'
1166806,4/30/2018,5/1/2018,4/30/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',422922,2,60,58,107.02,32,WIFI
1167789,5/2/2018,5/3/2018,5/3/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,423773,2,68,303.39,258.38,32,WIFI
1169663,5/5/2018,5/6/2018,5/6/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,425399,2,79,106.45,17,138,?
1171696,5/9/2018,5/14/2018,5/10/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,427168,2,71,118.45,18,30.5,?
1174197,5/14/2018,5/19/2018,5/15/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',429355,2,40,19,229.91,248,?
1176870,5/19/2018,5/21/2018,5/20/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,431678,2,82.5,146.65,247.91,129,?
1177337,5/21/2018,5/25/2018,5/21/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,432093,2,72,122.55,90.87,26,LUGGAGE
1179885,5/25/2018,5/27/2018,5/26/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',434332,2,67.5,145.35,291.37,30,ADAPTOR
1181026,5/27/2018,5/30/2018,5/28/2018,4571,18,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,435301,2,40.67,73.6,17,40,'PARKING CHARGES'
1110555,1/2/2018,1/7/2018,1/3/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,371647,2,46.55,330.41,48,30,'SMOKING FINE'
1112747,1/8/2018,1/12/2018,1/9/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,373660,2,47,214.89,33,34,LUGGAGE
1114341,1/12/2018,1/17/2018,1/15/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',375133,2,32.6,22.75,22,32,WIFI
1116757,1/17/2018,1/18/2018,1/18/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',377403,2,42,144.05,291.85,30,'SMOKING FINE'
1116915,1/18/2018,1/21/2018,1/18/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,377556,2,57.67,39.75,490.11,32,WIFI
1118835,1/22/2018,1/23/2018,1/23/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',379336,2,40,147.85,130.5,30.4,Gym-Fitness
1119378,1/23/2018,1/24/2018,1/24/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',379853,2,49,66.4,241.57,173.09,'Swimming And Gym'
1121082,1/27/2018,1/28/2018,1/27/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',381428,2,67.5,33.75,472.14,173.09,'Swimming And Gym'
1122666,1/30/2018,2/2/2018,1/31/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',382874,2,48.33,188.09,68,62.89,'Swimming And Gym'
1124161,2/2/2018,2/4/2018,2/3/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,384240,2,46.55,329.83,115,161.86,'Swimming And Gym'
1128920,2/12/2018,2/16/2018,2/13/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',388620,2,79,29,273.82,0,'Swimming And Gym'
1133377,2/21/2018,2/23/2018,2/22/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',392665,2,65,25.5,77.91,0,'Swimming And Gym'
1134736,2/24/2018,3/9/2018,2/24/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',393931,2,59,27.05,17,0,'Swimming And Gym'
1141672,3/9/2018,3/16/2018,3/10/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',400340,2,59,16.5,23,0,'Swimming And Gym'
1145407,3/17/2018,3/18/2018,3/17/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,403686,2,59,10.95,251.89,118,'PARKING CHARGES'
1147600,3/21/2018,3/22/2018,3/22/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',405641,2,80,264.47,88.88,258,?
1150594,3/27/2018,3/28/2018,3/28/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',408396,2,59,208.55,42,34,?
1152257,3/31/2018,4/3/2018,3/31/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,409858,2,78.33,13,38,29,?
1154115,4/4/2018,4/10/2018,4/4/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,411542,2,44.67,17,65.48,203,?
1157498,4/11/2018,4/12/2018,4/11/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,414610,2,69,77.5,62.98,111,?
1160492,4/17/2018,4/18/2018,4/18/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,417388,2,59,35,7,72,'PARKING CHARGES'
1160909,4/18/2018,4/19/2018,4/18/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,417767,2,99,404.03,23,203.88,'Swimming And Gym'
1162279,4/21/2018,4/22/2018,4/21/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,419024,2,114,106.05,107.94,37.15,Gym-Fitness
1163408,4/23/2018,4/24/2018,4/23/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,420016,2,79,82.85,103.82,178.3,'Swimming And Gym'
1164035,4/24/2018,4/25/2018,4/24/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',420519,2,99,198.74,52,0,'Swimming And Gym'
1164436,4/25/2018,4/26/2018,4/26/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',420807,2,57.26,26.6,28,0,'Swimming And Gym'
1165131,4/26/2018,4/27/2018,4/27/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',421416,2,72.09,64.95,92.88,0,'Swimming And Gym'
1165937,4/28/2018,4/29/2018,4/28/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,422153,2,69,126.72,229.29,0,'Swimming And Gym'
1167273,5/1/2018,5/5/2018,5/1/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,423301,2,79.33,1970.3,139,0,'Swimming And Gym'
1169668,5/5/2018,5/7/2018,5/6/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,425404,2,109,55.35,312.67,245,'PARKING CHARGES'
1171718,5/9/2018,5/10/2018,5/10/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',427187,2,79,66.9,313.31,66.25,?
1172241,5/10/2018,5/11/2018,5/11/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',427620,2,80,80.9,161,24,?
1172719,5/11/2018,5/13/2018,5/12/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,428070,2,75,31.5,513.52,173,?
1174531,5/15/2018,5/18/2018,5/16/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',429621,2,41.09,28,53.92,138,?
1176056,5/18/2018,5/25/2018,5/19/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,430959,2,75.43,192.65,24,30.5,?
1179894,5/25/2018,5/27/2018,5/26/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',434332,2,67.5,6,108,0,'Swimming And Gym'
1181042,5/27/2018,5/28/2018,5/28/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,435317,2,42,101.95,399.62,418,?
1181767,5/29/2018,6/1/2018,5/29/2018,4572,19,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,435980,2,50,121.1,66.46,36,?
1112123,1/6/2018,1/7/2018,1/7/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',373083,2,45,330.35,66,34,?
1115974,1/15/2018,1/18/2018,1/16/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,376670,2,35,570.51,103,171.99,Gym-Fitness
1117674,1/19/2018,1/20/2018,1/20/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,378253,2,37,77.35,243.5,32,WIFI
1121069,1/27/2018,1/28/2018,1/27/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,381415,2,62.05,45.5,181.12,33,ADAPTOR
1122663,1/30/2018,1/31/2018,1/31/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,382871,2,45,87.95,59,72.5,?
1123556,2/1/2018,2/2/2018,2/2/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,383683,2,35,205.6,13,24,?
1124154,2/2/2018,2/4/2018,2/3/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,384233,2,53,108.75,203.83,248,?
1125870,2/6/2018,2/8/2018,2/6/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,385826,2,40,74.25,155.87,129,?
1126821,2/8/2018,2/9/2018,2/9/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',386704,2,42,232,46.48,96,'PARKING CHARGES'
1127262,2/9/2018,2/10/2018,2/10/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,387118,2,36,28.5,24,23,Gym-Fitness
1127950,2/10/2018,2/12/2018,2/11/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,387749,2,35.58,89.6,18,48,'SMOKING FINE'
1129353,2/13/2018,2/14/2018,2/14/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,389016,2,49,36.75,261.8,842.72,ADAPTOR
1129707,2/14/2018,2/18/2018,2/14/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,389305,2,45.05,135.5,129,128,'SMOKING FINE'
1132790,2/20/2018,2/21/2018,2/21/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',392142,2,42,186.6,48,60,?
1133374,2/21/2018,2/23/2018,2/22/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,392662,2,40,92.85,270.24,132,'PARKING CHARGES'
1134456,2/23/2018,2/26/2018,2/24/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,393668,2,48.67,22,134.37,338,O/I
1135788,2/26/2018,2/27/2018,2/27/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,394924,2,39,1019.19,161.44,32,WIFI
1136457,2/27/2018,2/28/2018,2/28/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,395543,2,43,401.18,8,34,LUGGAGE
1137032,2/28/2018,3/1/2018,3/1/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,396082,2,43,108.75,114.82,48,'LATE CHECK OUT'
1137323,3/1/2018,3/2/2018,3/1/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,396325,2,37.35,11.75,378.14,48,'LATE CHECK OUT'
1138039,3/2/2018,3/3/2018,3/3/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,397000,2,45,79.5,96.5,103,Gym-Fitness
1138843,3/3/2018,3/4/2018,3/4/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,397755,2,85,8.5,118.66,32,WIFI
1139327,3/5/2018,3/6/2018,3/5/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',398186,2,40,164.5,105.87,70.62,'Swimming And Gym'
1141070,3/8/2018,3/12/2018,3/8/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,399805,2,42.99,74.95,243.4,77.58,'Swimming And Gym'
1142876,3/12/2018,3/13/2018,3/13/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',401400,2,39.84,495.27,8,106.47,'Swimming And Gym'
1143525,3/13/2018,3/14/2018,3/13/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',401981,2,65,364.72,162,77.58,'Swimming And Gym'
1144146,3/14/2018,3/15/2018,3/15/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',402541,2,48.97,182.35,26,0,'Swimming And Gym'
1145275,3/16/2018,3/17/2018,3/17/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',403576,2,45,21.1,0,0,'Swimming And Gym'
1145404,3/17/2018,3/21/2018,3/17/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,403683,2,63.11,21.9,120.44,0,'Swimming And Gym'
1149398,3/25/2018,3/26/2018,3/25/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',407339,2,45,53.25,220,0,'Swimming And Gym'
1149735,3/26/2018,3/27/2018,3/26/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',407651,2,50,7,58.92,0,'Swimming And Gym'
1150590,3/27/2018,3/28/2018,3/28/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',408394,2,55,21.5,94.41,0,'Swimming And Gym'
1150911,3/28/2018,3/29/2018,3/28/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',408640,2,45,236.13,17,0,'Swimming And Gym'
1151320,3/29/2018,3/30/2018,3/29/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',409023,2,45,611.58,10,0,'Swimming And Gym'
1152183,3/30/2018,3/31/2018,3/31/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',224,Booking.Com,409740,2,70,37.2,23,0,'Swimming And Gym'
1152279,3/31/2018,4/1/2018,3/31/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',409880,2,70,12.95,13,139,'PARKING CHARGES'
1152797,4/1/2018,4/2/2018,4/1/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',410322,2,40,52.5,8,100,'PARKING CHARGES'
1153384,4/2/2018,4/3/2018,4/3/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',410881,2,45,71.12,49.95,32,WIFI
1153547,4/3/2018,4/4/2018,4/3/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',411028,2,49,34.1,206,32,WIFI
1154112,4/4/2018,4/5/2018,4/4/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',411539,2,49,243.22,117.96,70,'ADVANCE PAYMENT'
1154827,4/5/2018,4/6/2018,4/6/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',412179,2,45,27.7,23,48,'PARKING CHARGES'
1155138,4/6/2018,4/7/2018,4/7/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',412471,2,45,842.41,13,68,'LATE CHECK OUT'
1155436,4/7/2018,4/8/2018,4/7/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',412736,2,59,8.95,148.14,31.5,?
1156191,4/8/2018,4/9/2018,4/9/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',413414,2,36,7,170.5,59.55,?
1156471,4/9/2018,4/10/2018,4/9/2018,4981,126,20,'Lime Group Hotels',482,'Hotel Prime',226,'Trip Advisor',413663,2,40,87.6,258.82,143,?
